Supplier,Total_Invoice_Amount,Total_Invoice_Count,Year,Client
DIRECTV,7097,30,2016,equinor
DIRECTV,6168.26,20,2017,equinor
DIRECTV,7656.98,27,2018,equinor
Discflo Corporation,164847.15,2,2016,equinor
Discflo Corporation,0,2,2017,equinor
"Discovery Benefits, Inc.",2590.5,1,2015,equinor
Dish Network,3828.68,8,2015,equinor
Dish Network,1317.2,3,2016,equinor
Diverse Energy Systems,632185.43,6,2015,equinor
"Diversified Well Logging, LLC",873448.64,60,2015,equinor
"Diversified Well Logging, LLC",398928.76,36,2016,equinor
"Diversified Well Logging, LLC",549655.76,60,2017,equinor
"Diversified Well Logging, LLC",655076.11,55,2018,equinor
"DKM Printer, LLC",1693.65,1,2018,equinor
DLR Group of Texas,3522.36,1,2018,equinor
DnB Bank ASA,12763.32,2,2015,equinor
DnB Bank ASA,1697,3,2016,equinor
DnB Bank ASA,1163.54,3,2018,equinor
DNOW L.P.,16070449.74,5874,2015,equinor
DNOW L.P.,7664329.67,4276,2016,equinor
DNOW L.P.,19173519.09,5269,2017,equinor
DNOW L.P.,10773598.84,3842,2018,equinor
DnV GL AS,174083.27,4,2015,equinor
DnV GL AS,73006.64,2,2016,equinor
DnV GL AS,11771.08,1,2017,equinor
DnV GL AS,9486.95,1,2018,equinor
DNV GL Malaysia Sdn Bhd,349269.98,3,2015,equinor
"DNV GL USA, Inc.",546213.56,14,2015,equinor
"DNV GL USA, Inc.",42057.71,2,2016,equinor
"DNV GL USA, Inc.",573049.05,15,2018,equinor
"DNV KEMA Renewable, Inc.",3150,1,2015,equinor
"DNV KEMA Renewable, Inc.",78701.25,2,2016,equinor
"DNV USA, Inc.",94063.52,3,2015,equinor
"DNV USA, Inc.",2580,2,2016,equinor
Documation Inc,83319.13,9,2015,equinor
Documation Inc,46468.42,15,2016,equinor
Documation Inc,11741.77,6,2017,equinor
Donald E. Jones,4168.7,15,2015,equinor
Donald E. Jones,2302.96,9,2016,equinor
Double Ee Service Inc,1815264.24,2400,2015,equinor
Double Ee Service Inc,775004.3,1404,2016,equinor
Double Ee Service Inc,1045482.49,1785,2017,equinor
Double Ee Service Inc,868465.52,1160,2018,equinor
Dover Energy Inc Dba Norriseal,33024.22,6,2015,equinor
Dover Energy Inc Dba Norriseal,4305.62,1,2016,equinor
Dow Cameron Oil and Gas LLC,2550,1,2015,equinor
"Dowell Schlumberger de Mexico, SA d",60720000,2,2016,equinor
Dragon Products PES Inc.,1027253.79,10,2018,equinor
"Dragon Products, Ltd.",787503.03,11,2015,equinor
"Dragon Products, Ltd.",1222219.49,565,2016,equinor
"Dragon Products, Ltd.",2030462.04,887,2017,equinor
"Dragon Products, Ltd.",2900574.54,976,2018,equinor
Drilformance LLC,233878.15,16,2016,equinor
DriLLChem Drilling Solutions LLC,771418.48,15,2015,equinor
"Drilling Technological Innovations,",12753.92,1,2017,equinor
"Drilling Tools International, Inc",47121.96,6,2018,equinor
"Drillinginfo, Inc",937273.84,1,2015,equinor
"Drillinginfo, Inc",54002.57,2,2016,equinor
"Drillinginfo, Inc",240261.94,3,2017,equinor
"Drillinginfo, Inc",384289.27,5,2018,equinor
"Dril-Quip, Inc.",5742435.94,209,2015,equinor
"Dril-Quip, Inc.",1134722.2,53,2016,equinor
"Dril-Quip, Inc.",29156.04,2,2017,equinor
"Dril-Quip, Inc.",26133.82,5,2018,equinor
Droptine Production Inc,1191560,25,2015,equinor
Droptine Production Inc,1224040,25,2016,equinor
Droptine Production Inc,542240,12,2017,equinor
"DS WATERS OF AMERICA, INC",1706.36,13,2015,equinor
"DS WATERS OF AMERICA, INC",664.13,10,2016,equinor
"DTN Services Holdings, LLC dba DTN,",11700,13,2015,equinor
"DTN Services Holdings, LLC dba DTN,",6585.6,8,2016,equinor
"DTN Services Holdings, LLC dba DTN,",4500,5,2017,equinor
"DTN Services Holdings, LLC dba DTN,",65150,23,2018,equinor
Dudley Land Company,200859.93,16,2017,equinor
Dudley Land Company,258356.05,23,2018,equinor
Dun & Bradstreet,33367.31,1,2015,equinor
"Dun & Bradstreet, Inc.",40652.29,2,2016,equinor
"Dun & Bradstreet, Inc.",42664.4,2,2017,equinor
"Dun & Bradstreet, Inc.",42109.28,2,2018,equinor
Duncan Co,186268.31,10,2018,equinor
"DWD International, LLC",7584.69,2,2018,equinor
Dwiggins Consulting LLC,45209.28,4,2018,equinor
DXP Enterprises Inc,784711.67,13,2015,equinor
DXP Enterprises Inc,297799.44,20,2016,equinor
DXP Enterprises Inc,3534959.72,48,2017,equinor
DXP Enterprises Inc,1293365.67,54,2018,equinor
Dynamic Industries Inc.,2722740.58,152,2015,equinor
Dynamic Industries Inc.,81135.03,9,2016,equinor
Dynamic Industries Inc.,176189.19,18,2017,equinor
Dynamic Industries Inc.,1975923.27,86,2018,equinor
"Dynamic Oilfield Services, Inc.",5672.31,2,2018,equinor
"Dynamic Telecommunications, Inc.",12125,1,2016,equinor
E And M Services LLC,17426153.07,2507,2015,equinor
E And M Services LLC,4683456.89,851,2016,equinor
E And M Services LLC,8814608.55,1761,2017,equinor
E And M Services LLC,10014970.54,2226,2018,equinor
"E3 ELECTRIC, LTD",252.2,1,2016,equinor
Eagle Construction LLC,14206,1,2015,equinor
"Eagle Pipeline Construction, Inc.",-11350.4,1,2015,equinor
Earth Science Associates,29768.75,1,2015,equinor
Earth Science Associates,29768.75,1,2016,equinor
Earth Science Associates,29768.75,1,2017,equinor
Earth Science Associates,60243.75,2,2018,equinor
East Texas Oilfield Supply Co,55272.73,41,2015,equinor
Eat Out In,1492.87,10,2016,equinor
Eat Out In,4470.63,11,2017,equinor
ECHOMETER Company,5338.08,2,2015,equinor
ECHOMETER Company,37218.32,2,2017,equinor
ECHOMETER Company,106093.61,9,2018,equinor
"ECM Supply, LLC",539663.7,29,2018,equinor
Eco Alternative Fuel Systems Inc,117362.05,38,2015,equinor
Eco Alternative Fuel Systems Inc,76476.11,27,2016,equinor
Eco Alternative Fuel Systems Inc,42369.22,11,2017,equinor
"Ecoloop Energy, Inc.",20567.51,2,2018,equinor
"ECOSERV, LLC",192888,65,2015,equinor
"ECOSERV, LLC",5796.69,2,2017,equinor
"ECOSERV, LLC",30528.07,7,2018,equinor
"EcoTest Energy Services, LLC",8237.76,1,2016,equinor
"EcoTest Energy Services, LLC",5600,2,2018,equinor
"Eddies Oilfield Service, Inc.",5204.13,2,2016,equinor
"EDG, Inc.",3196723.08,64,2015,equinor
"EDG, Inc.",548941.51,28,2016,equinor
"EDG, Inc.",1057889.67,341,2017,equinor
"EDG, Inc.",2867571.53,731,2018,equinor
Edgen Murray Corporation,79123.27,1,2015,equinor
EDI / QUINN ALS LLC,684000.09,81,2017,equinor
EDI / QUINN ALS LLC,1040453.64,135,2018,equinor
"Edwards & Floom, LLP",13865.47,6,2015,equinor
"Edwards & Floom, LLP",184.25,2,2016,equinor
"Edwards & Floom, LLP",8154.53,3,2017,equinor
"Edwards & Floom, LLP",7969.16,14,2018,equinor
eEvents Group LLC,308636.18,13,2015,equinor
EHS Specialty Services LLC,23360.34,2,2018,equinor
"Eklipse Resources, LLC",329283.54,354,2015,equinor
"Eklipse Resources, LLC",313838.01,83,2016,equinor
"Eklipse Resources, LLC",744017.32,90,2017,equinor
"Eklipse Resources, LLC",101964.97,6,2018,equinor
Electra Link Inc,4973.22,6,2015,equinor
Electra Link Inc,17901.42,9,2016,equinor
Electra Link Inc,12594.69,10,2017,equinor
Electra Link Inc,52893.91,14,2018,equinor
"Electric Motor Service Company, Inc",81435.76,7,2015,equinor
"Electric Motor Service Company, Inc",41694.41,6,2016,equinor
"Electric Motor Service Company, Inc",234388.88,37,2017,equinor
"Electric Motor Service Company, Inc",205605.87,39,2018,equinor
Element Materials Technology Housto,13600,8,2015,equinor
Element Materials Technology Housto,3050,1,2016,equinor
Element Materials Technology Lafaye,44875,30,2015,equinor
Element Materials Technology Lafaye,25200,12,2016,equinor
"Eliasson Electric, Inc.",138072.45,24,2015,equinor
"Eliasson Electric, Inc.",31200,6,2016,equinor
Elite Communication Services Inc.,179722.85,105,2015,equinor
Elite Communication Services Inc.,61575.96,36,2016,equinor
Elite Energy Services Inc,163500,15,2018,equinor
"Elite Production Services, LLC",270931.5,59,2015,equinor
"Elite Production Services, LLC",345014.69,151,2016,equinor
"Elite Production Services, LLC",469597.18,265,2017,equinor
"Elite Production Services, LLC",127637.58,61,2018,equinor
Elizabeth Marchetti,26433.29,2,2018,equinor
"Elkhorn Construction, Inc.",4227670.71,94,2015,equinor
"Elkhorn Construction, Inc.",1059518.3,98,2016,equinor
"Elkhorn Construction, Inc.",1074204.33,251,2017,equinor
"Ellington & Associates, Inc.",322904.92,21,2015,equinor
"Ellington & Associates, Inc.",132883.25,7,2016,equinor
"Ellington & Associates, Inc.",41657.5,18,2017,equinor
"Ellington & Associates, Inc.",26217.69,8,2018,equinor
"Elliott Electric Supply, Inc",418750.56,4,2015,equinor
"Elliott Electric Supply, Inc",-863.79,3,2016,equinor
"Elliott Electric Supply, Inc",10291.36,25,2017,equinor
"Elliott Electric Supply, Inc",3476.74,14,2018,equinor
"eLynx Technologies, LLC",185003.23,46,2015,equinor
"eLynx Technologies, LLC",204948.96,28,2016,equinor
"eLynx Technologies, LLC",45780.36,4,2017,equinor
eMap International,70695,2,2015,equinor
eMap International,102590,1,2016,equinor
eMap International,133364,1,2017,equinor
eMap International,155675.41,1,2018,equinor
EMC Corporation (USA),744329.6,16,2015,equinor
EMC Corporation (USA),1317479.87,15,2016,equinor
EMC Corporation (USA),295309.27,12,2017,equinor
EMC Corporation (USA),473887.56,7,2018,equinor
"Emergency Site Protection, LLC",2197500.06,149,2015,equinor
"Emergency Site Protection, LLC",1393195,115,2016,equinor
"Emergency Site Protection, LLC",2101065,85,2017,equinor
"Emergency Site Protection, LLC",2271530,134,2018,equinor
"Emergent Systems Exchange, LLC",30000,1,2015,equinor
Emerging Markets Political Risk Ana,33260.54,1,2016,equinor
Emerson Process Management,37504.35,3,2018,equinor
EMK3,180496.77,25,2015,equinor
EMK3,153907.7,15,2016,equinor
EMK3,124547,11,2017,equinor
EMK3,148843.75,3,2018,equinor
"EnAqua Solutions, LLC",312322.03,523,2015,equinor
"EnAqua Solutions, LLC",2838.9,19,2016,equinor
"Encore One, LLC",1450.1,8,2017,equinor
"Encore Wellhead Systems, LLC",79379.84,22,2017,equinor
"Encore Wellhead Systems, LLC",11427.59,1,2018,equinor
Endeavor Fisheries Inc.,22000,1,2018,equinor
"Endress+Hauser, Inc.",50509.63,2,2015,equinor
"Endress+Hauser, Inc.",1998.43,1,2017,equinor
EnE Consultants LLC,3883331.79,238,2015,equinor
EnE Consultants LLC,2132957.84,210,2016,equinor
EnE Consultants LLC,3479513.39,354,2017,equinor
EnE Consultants LLC,1880005.19,218,2018,equinor
"Enercorp Sand Solutions, LLC",1187489.41,36,2018,equinor
Enerflex Energy Systems (Wyoming) I,179214.75,11,2015,equinor
Enerflex Energy Systems (Wyoming) I,225389.3,16,2016,equinor
Enerflex Energy Systems (Wyoming) I,204750,13,2017,equinor
Enerflex Energy Systems (Wyoming) I,189000,12,2018,equinor
Enerflex Energy Systems Inc.,1431121.28,1,2015,equinor
Enerflex Energy Systems Inc.,54445.81,23,2016,equinor
Enerflex Energy Systems Inc.,40363.14,16,2017,equinor
Enerflex Energy Systems Inc.,7050.7,1,2018,equinor
"Energes, LLC",75128.68,25,2015,equinor
"Energes, LLC",57710.92,28,2016,equinor
"Energes, LLC",1633.06,2,2017,equinor
"Energes, LLC",91693.94,21,2018,equinor
Energy Access Solutions LLC,289925.77,117,2015,equinor
Energy Access Solutions LLC,85594.66,55,2016,equinor
Energy Access Solutions LLC,431915.56,150,2017,equinor
Energy Access Solutions LLC,608317.9,244,2018,equinor
"Energy Broadband, Inc.",3887.85,4,2015,equinor
"Energy Broadband, Inc.",1133.95,1,2016,equinor
"Energy Devices of Texas, Inc.",5254621.58,1929,2015,equinor
"Energy Devices of Texas, Inc.",2456863.85,802,2016,equinor
"Energy Devices of Texas, Inc.",629896.46,108,2017,equinor
"Energy Intelligence Group, Inc.",20000,1,2018,equinor
Energy Navigator LLC,146022.91,3,2015,equinor
Energy Navigator LLC,111887.2,1,2016,equinor
Energy Navigator LLC,1082.5,2,2017,equinor
"Energy Solutions Technology, LLC",33526.06,12,2015,equinor
"Energy Waste, Energy Lease Services",1308733.67,388,2015,equinor
"Energy Waste, Energy Lease Services",699487.2,239,2016,equinor
"Energy Waste, Energy Lease Services",1627599.98,632,2017,equinor
"Energy Waste, Energy Lease Services",2594435.17,910,2018,equinor
Energy Weldfab Inc.,14400,1,2015,equinor
Energy Weldfab Inc.,255.1,1,2017,equinor
Energy Weldfab Inc.,6095,1,2018,equinor
"EnerMech Mechanical Services, Inc",83330,6,2017,equinor
"EnerMech Mechanical Services, Inc",307786.5,17,2018,equinor
Enersafe Inc.,1064329.66,135,2015,equinor
Enersafe Inc.,539023.68,49,2016,equinor
"Enersight USA, Inc.",99375,14,2015,equinor
"Enersight USA, Inc.",2437.5,2,2016,equinor
Engineered Well Service Int'l LLC,2180706,239,2018,equinor
Engineering Partners International,326208.24,7,2015,equinor
Engineering Partners International,636897.48,8,2016,equinor
Engineering Partners International,189488.7,4,2017,equinor
Engraving Specialities,220.78,4,2016,equinor
Enhanced Drilling AS,1697860.89,7,2015,equinor
"Enhanced Drilling, Inc",7619531.49,54,2015,equinor
"Enhanced Drilling, Inc",2037592.22,15,2016,equinor
"EnLink Midstream Operating, LP",344339.61,57,2016,equinor
"EnLink Midstream Operating, LP",5759.36,2,2017,equinor
Enservco Corporation,65442.85,10,2018,equinor
Ensign Testing Services (USA) Inc.,4059080.22,148,2015,equinor
Ensign Testing Services (USA) Inc.,2229617.91,87,2016,equinor
Ensign Testing Services (USA) Inc.,3320645.72,173,2017,equinor
Ensign Testing Services (USA) Inc.,3852955.9,195,2018,equinor
"Ensley Properties, Inc.",25793.35,4,2015,equinor
"Ensley Properties, Inc.",247961.54,40,2016,equinor
"Ensley Properties, Inc.",562866.71,90,2017,equinor
"Ensley Properties, Inc.",401739.84,101,2018,equinor
Enterprise Risk Management Solution,110654.54,8,2015,equinor
"ENTREC Cranes & Heavy Haul, Inc.",79424,25,2015,equinor
"ENTREC Cranes & Heavy Haul, Inc.",355345.11,17,2016,equinor
"ENTREC Cranes & Heavy Haul, Inc.",798871.21,40,2017,equinor
"ENTREC Cranes & Heavy Haul, Inc.",1472107.04,92,2018,equinor
Entrepreneurs Foundation of Central,40000,2,2018,equinor
"Envent Technologies, LLC",1114.5,1,2015,equinor
"Envent Technologies, LLC",1866,4,2016,equinor
"Envent Technologies, LLC",6518.5,7,2017,equinor
"Envent Technologies, LLC",1795,3,2018,equinor
"Enventure Global Technology, LLC",86459.69,1,2015,equinor
"Enventure Global Technology, LLC",285375.37,2,2017,equinor
Enviro Shield Products Inc,30463.25,3,2015,equinor
Enviro Shield Products Inc,6100.53,5,2016,equinor
Enviro Shield Products Inc,0,2,2017,equinor
"Environment & Archaeology, LLC",17062.6,9,2017,equinor
"Environment & Archaeology, LLC",51074.83,13,2018,equinor
Environment & Energy Publishing,17760,1,2015,equinor
Environment & Energy Publishing,19000,1,2016,equinor
Environment & Energy Publishing,34995,1,2018,equinor
"Environmental & Safety Consultants,",1541316.88,222,2015,equinor
"Environmental & Safety Consultants,",462895.05,49,2016,equinor
"Environmental & Safety Consultants,",389008.7,51,2017,equinor
Environmental Compliance &,4774,10,2015,equinor
"Environmental Materials, Inc",133352.4,22,2015,equinor
"Environmental Materials, Inc",246518.7,42,2016,equinor
"Environmental Materials, Inc",311844.5,44,2017,equinor
"Environmental Materials, Inc",77445,13,2018,equinor
Environmental Resources Management,396187.74,58,2015,equinor
Environmental Resources Management,77420.18,15,2016,equinor
Environmental Resources Management,103628.99,19,2017,equinor
Environmental Resources Management,198260.64,37,2018,equinor
Environmental Systems Research,16208.25,1,2016,equinor
Environmental Systems Research,26211.11,7,2017,equinor
Environmental Systems Research,47984.62,10,2018,equinor
"Environmentally Clean Systems, LLC",142090.8,13,2015,equinor
"Environmentally Clean Systems, LLC",83336.22,13,2016,equinor
"Environmentally Clean Systems, LLC",16266.6,10,2017,equinor
"Environmentally Clean Systems, LLC",130909.1,93,2018,equinor
Enywhey Services LLC,912099.34,290,2015,equinor
Enywhey Services LLC,974171.46,109,2016,equinor
Enywhey Services LLC,1815870.74,551,2017,equinor
Enywhey Services LLC,157901.67,53,2018,equinor
Epic Integrated Services LLC,98523.13,1,2015,equinor
"Epic Lift Systems, LLC",94671.52,171,2017,equinor
"Epic Lift Systems, LLC",120300.89,195,2018,equinor
Equinor Tanzania AS,1840008.77,1,2015,equinor
"Equipment & Controls, Inc.",50811.26,8,2015,equinor
"Equipment & Controls, Inc.",4871.22,4,2016,equinor
"Equipment Transport, LLC",158382.5,17,2016,equinor
"Equipment Transport, LLC",4112.5,2,2017,equinor
Era Helicopters LLC,3285296.89,26,2015,equinor
Era Helicopters LLC,1992077.53,17,2016,equinor
Erickson Contract Surveying Inc.,1846882.79,669,2015,equinor
Erickson Contract Surveying Inc.,266257.48,142,2016,equinor
Erickson Contract Surveying Inc.,489445.75,336,2017,equinor
Erickson Contract Surveying Inc.,654634.25,346,2018,equinor
"ERM Mexico, S.A. de C.V.",116060,3,2015,equinor
Ernst & Young LLP,60900,4,2015,equinor
Ernst & Young LLP,46935,5,2016,equinor
Ernst & Young LLP,20156,1,2017,equinor
Ernst & Young LLP,9571.5,1,2018,equinor
"Eskaton Seismic, Inc.",35093.36,1,2017,equinor
ESSI Corporation,585213.5,616,2016,equinor
ESSI Corporation,1861966.45,1425,2017,equinor
ESSI Corporation,1138562.75,441,2018,equinor
Estvold Oilfield Services Inc,11932137.4,5562,2015,equinor
Estvold Oilfield Services Inc,4300327.31,2782,2016,equinor
Estvold Oilfield Services Inc,5248231.79,2701,2017,equinor
Estvold Oilfield Services Inc,4562567.56,2034,2018,equinor
"Euflora Interscaping, Inc.",57980.81,36,2015,equinor
"Euflora Interscaping, Inc.",42156.16,22,2016,equinor
"Euflora Interscaping, Inc.",30422.31,13,2017,equinor
"Euflora Interscaping, Inc.",31365.17,13,2018,equinor
Events by Emily Inc,31240.74,1,2017,equinor
Events by Emily Inc,974.25,1,2018,equinor
"Everest Water and Coffee, LLC",1738.59,10,2017,equinor
Evergreen Oilfield Solutions LLC,335264.3,8,2015,equinor
Evets Electric Inc.,3347901.41,26,2015,equinor
"Evolution Completions, Inc",19265.66,2,2018,equinor
Evolution Energy Trucking Company,134280,11,2017,equinor
Evolution Energy Trucking Company,395730,24,2018,equinor
EVX Midstream Partners LLC,53371.5,34,2017,equinor
EVX Midstream Partners LLC,2492,12,2018,equinor
Excalibur Rentals Inc.,45020.82,43,2015,equinor
Excalibur Rentals Inc.,58954.08,55,2016,equinor
Excalibur Rentals Inc.,168452.14,85,2017,equinor
Excalibur Rentals Inc.,299415.63,122,2018,equinor
"Excel Midstream Solutions, Inc.",652209.83,24,2015,equinor
"Excel Midstream Solutions, Inc.",125410.46,15,2016,equinor
"Excel Midstream Solutions, Inc.",1610785.78,60,2017,equinor
"Excel Midstream Solutions, Inc.",901978.68,44,2018,equinor
"Excel Partners, Inc.",62629.62,60,2015,equinor
"Excel Partners, Inc.",41100.31,40,2016,equinor
Excellence Logging US Inc,28100,1,2018,equinor
"Excelsior Companies, LLC",1529.4,6,2015,equinor
"Excelsior Companies, LLC",3204.86,12,2016,equinor
"Excelsior Companies, LLC",3117.45,10,2017,equinor
"Excelsior Companies, LLC",4236.6,11,2018,equinor
Exclusive Oilfield Services,275333,59,2015,equinor
"Exeter Supply Co., Inc.",148701,1,2015,equinor
"Exova, Inc.",57590,2,2017,equinor
Expedited Logistics and Freight,750,2,2015,equinor
Expedited Logistics and Freight,3590,3,2018,equinor
"Experis US, Inc.",195011.75,16,2015,equinor
"Expert E&P Consultants, L.L.C.",469875,11,2015,equinor
"Export Solutions, Inc",6500,1,2018,equinor
"Express Energy Services, LLC",87714.84,16,2015,equinor
"Express Energy Services, LLC",94740.2,5,2016,equinor
"Express Energy Services, LLC",465262.79,26,2017,equinor
"Express Energy Services, LLC",504198.82,20,2018,equinor
Expro Holdings US Inc.,2517.5,1,2015,equinor
Expro Holdings US Inc.,54067.61,7,2016,equinor
Expro Holdings US Inc.,55201.76,12,2017,equinor
Expro Holdings US Inc.,11870,1,2018,equinor
Exprodat Consulting Ltd.,9375,1,2017,equinor
Exprodat Consulting Ltd.,10449.69,1,2018,equinor
"Exterran Energy Solutions, L.P.",7295116.75,201,2015,equinor
"Exterran Energy Solutions, L.P.",3835739.4,19,2016,equinor
"Exterran Energy Solutions, L.P.",612798.08,9,2017,equinor
"Exterran Energy Solutions, L.P.",63613.5,4,2018,equinor
Exterro Inc,106645,2,2015,equinor
