Total_Invoice_Amount	Total_Invoice_Count	Year	Client	Supplier_ref
315717.430000	4.000000	2013	"oxy"	"orion construction lp"
		2017	"oxy oil & gas"	"orion environmental"
19912.000000	1.000000	2015	"oxy oil & gas"	"orion environmental"
6136.000000	1.000000	2016	"oxy oil & gas"	"orion environmental"
		2018	"oxy oil & gas"	"orion environmental"
132698.880000	4.000000	2017	"oxy oil & gas"	"orion instruments"
15573.650000	5.000000	2015	"oxy oil & gas"	"orion instruments"
9227.580000	1.000000	2016	"oxy oil & gas"	"orion instruments"
8211.670000	1.000000	2018	"oxy oil & gas"	"orion instruments"
7025697.370000	9.000000	2015	"oxy"	"orion marine group"
	0.000000	2016	"oxy"	"orion marine group"
	0.000000	2014	"oxy"	"orion marine group"
	0.000000	2013	"oxy"	"orion marine group"
	0.000000	2014	"oxy"	"orion marine group"
1715500.000000	3.000000	2015	"oxy"	"orion marine group"
	0.000000	2013	"oxy"	"orion marine group"
1060787.650000	3.000000	2016	"oxy"	"orion marine group"
553545.310000	41.000000	2017	"oxy oil & gas"	"orion project services pte"
703440.410000	25.000000	2015	"oxy oil & gas"	"orion project services pte"
540771.750000	21.000000	2014	"oxy"	"orion project services pte"
644407.610000	22.000000	2015	"oxy"	"orion project services pte"
715565.820000	33.000000	2018	"oxy oil & gas"	"orion project services pte"
736776.530000	29.000000	2013	"oxy"	"orion project services pte"
408133.800000	18.000000	2016	"oxy"	"orion project services pte"
550613.250000	29.000000	2016	"oxy oil & gas"	"orion project services pte"
1528769.000000	34.000000	2017	"oxy oil & gas"	"orion water solutions"
2679198.500000	53.000000	2018	"oxy oil & gas"	"orion water solutions"
		2016	"oxy oil & gas"	"orion water solutions"
		2015	"oxy oil & gas"	"orion water solutions"
		2017	"oxy oil & gas"	"orizon indutries"
336854.000000	6.000000	2015	"oxy"	"orizon indutries"
339574.000000	3.000000	2016	"oxy oil & gas"	"orizon indutries"
434801.610000	3.000000	2014	"oxy"	"orizon indutries"
188142.000000	2.000000	2016	"oxy"	"orizon indutries"
358192.000000	6.000000	2018	"oxy oil & gas"	"orizon indutries"
1147830.800000	2.000000	2013	"oxy"	"orizon indutries"
336854.000000	6.000000	2015	"oxy oil & gas"	"orizon indutries"
7021.990000	16.000000	2017	"oxy oil & gas"	"orkin"
9947.400000	21.000000	2018	"oxy oil & gas"	"orkin"
6918.180000	16.000000	2016	"oxy oil & gas"	"orkin"
6238.250000	15.000000	2015	"oxy oil & gas"	"orkin"
33262.000000	1.000000	2018	"oxy oil & gas"	"orlean technical solutions"
		2017	"oxy oil & gas"	"orlean technical solutions"
		2016	"oxy oil & gas"	"orlean technical solutions"
		2015	"oxy oil & gas"	"orlean technical solutions"
186094.680000	83.000000	2013	"oxy"	"orr safety"
